Id,Name,English,Source,Descriptor,School,Alchemist,AntiPaladin,Bard,Cleric,Druid,Inquisitor,Summoner,Magus,Oracle,Paladin,Ranger,Witch,Wizard,Components,Range,Target,CastingTime,Summary,FrUrl,EnUrl
false-life,Simulacre de vie,False Life,,None,Necromancy,2,,,,,,,,,,,2,2,"Verbal, Somatic, Material",Personal,le jeteur de sorts,SimpleAction,"Confère 1d10 pv temporaires, +1/niveau (max. +10).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Simulacre de vie.ashx,http://paizo.com/pathfinderRPG/prd/spells/falseLife#false-life
simulacrum-lesser,Simulacre mineur,"Simulacrum, Lesser",um,None,Illusion,,,,,,,,,,,,,4,"Verbal, Somatic, Material",0 Squares,1 double,1 Hour,Crée un double d'une créature faible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Simulacre mineur.ashx,"http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/simulacrum.html#_simulacrum,-lesser"
simulacrum,Simulacre,Simulacrum,,None,Illusion,,,,,,,5,,,,,,7,"Verbal, Somatic, Material",0 Squares,1 double,12 Hour,Crée un double partiellement réel du sujet.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Simulacre.ashx,http://paizo.com/pathfinderRPG/prd/spells/simulacrum#simulacrum
mad-monkeys,Singes fous,Mad Monkeys,um,None,Conjuration,,,3,,3,,3,,,,,,3,"Verbal, Somatic, DivineFocus",Close,une nuée de singes,1 Round,Convoque une nuée de singes espiègles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Singes fous.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/madMonkeys.html#_mad-monkeys
sirocco,Sirocco,Sirocco,apg,"Air, Fire",Evocation,,,,,6,,,6,,,,,6,"Verbal, Somatic, FocusOrDivineFocus",Medium,"cylindre (6 m (4 c) de rayon, 18 m (12 c) de haut)",SimpleAction,"Vent chaud qui inflige 4d6 points de dégâts, fatigue les créatures touchées et les renverse.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sirocco.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/sirocco.html#_sirocco
cure-serious-wounds-mass,Soins importants de groupe,"Cure Serious Wounds, Mass",,None,Conjuration,,,,7,8,,,,,,,8,,"Verbal, Somatic",Close,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,Rend 3d8 pv +1/niveau à une créature/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins importants de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureSeriousWounds#cure-serious-wounds-mass
cure-serious-wounds,Soins importants,Cure Serious Wounds,,None,Conjuration,3,,3,3,4,3,,,,4,4,4,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"Rend 3d8 pv au sujet, +1/niveau (max. +15).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins importants.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureSeriousWounds#cure-serious-wounds
cure-critical-wounds-mass,Soins intensifs de groupe,"Cure Critical Wounds, Mass",,None,Conjuration,,,,8,9,,,,,,,9,,"Verbal, Somatic",Close,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,Rend 4d8 pv +1/niveau à une créature/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins intensifs de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureCriticalWounds#cure-critical-wounds-mass
cure-critical-wounds,Soins intensifs,Cure Critical Wounds,,None,Conjuration,4,,4,4,5,4,,,,,,5,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"Rend 4d8 pv au sujet, +1/niveau (max. +20).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins intensifs.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureCriticalWounds#cure-critical-wounds
cure-light-wounds-mass,Soins légers de groupe,"Cure Light Wounds, Mass",,None,Conjuration,,,5,5,6,5,,,,,,6,,"Verbal, Somatic",Close,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,Rend 1d8 pv+1/niveau à une créature/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins légers de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureLightWounds#cure-light-wounds-mass
cure-light-wounds,Soins légers,Cure Light Wounds,,None,Conjuration,1,,1,1,1,1,,,,1,2,1,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"Rend 1d8 pv au sujet, +1/niveau (max. +5).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins légers.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureLightWounds#cure-light-wounds
cure-moderate-wounds-mass,Soins modérés de groupe,"Cure Moderate Wounds, Mass",,None,Conjuration,,,6,6,7,6,,,,,,7,,"Verbal, Somatic",Close,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,Rend 2d8 pv +1/niveau à une créature/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins modérés de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureModerateWounds#cure-moderate-wounds-mass
cure-moderate-wounds,Soins modérés,Cure Moderate Wounds,,None,Conjuration,2,,2,2,3,2,,,,3,3,2,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"Rend 2d8 pv au sujet, +1/niveau (max. +10).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soins modérés.ashx,http://paizo.com/pathfinderRPG/prd/spells/cureModerateWounds#cure-moderate-wounds
wilderness-soldiers,Soldats de la nature,Wilderness Soldiers,uc,Fire,Transmutation,,,,,2,,,,,,2,,,"Verbal, Somatic",6 Squares,"émanation de 9 m (6 c) de rayon, centrée sur le lanceur de sorts",SimpleAction,Les plantes voisines aident le personnage quand il se bat.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Soldats de la nature.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/wildernessSoldiers.html
deep-slumber,Sommeil profond,Deep Slumber,,MindAffecting,Enchantment,,,3,,,,,,,,,3,3,"Verbal, Somatic, Material",Close,1 ou plusieurs créatures vivantes dans un rayonnement de 3 m (2 c) de rayon,1 Round,Endort 10 DV de créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sommeil profond.ashx,http://paizo.com/pathfinderRPG/prd/spells/deepSlumber#deep-slumber
restful-sleep,Sommeil réparateur,Restful Sleep,apg,None,Necromancy,,,1,,,,,,,,,,,"Verbal, Somatic, Material",Close,"une créature/niveau, qui doivent se trouver à moins de 9 m (6 c) les unes des autres",10 Minute,Gagne plus de points de vie en dormant.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sommeil réparateur.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/restfulSleep.html#_restful-sleep
sleep,Sommeil,Sleep,,MindAffecting,Enchantment,,,1,,,,,,,,,1,1,"Verbal, Somatic, Material",Medium,1 ou plusieurs créatures vivantes dans un rayonnement de 3 m (2 c) de rayon,1 Round,Endort 4 DV de créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sommeil.ashx,http://paizo.com/pathfinderRPG/prd/spells/sleep#sleep
sleepwalk,Somnambulisme,Sleepwalk,apg,MindAffecting,Enchantment,,,,,,4,,,,,,4,,"Verbal, Somatic, Material",Touch,créature inconsciente touchée,1 Round,La créature se déplace en dormant.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Somnambulisme.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/sleepwalk.html#_sleepwalk
ghost-sound,Son imaginaire,Ghost Sound,,None,Illusion,,,0,,,,,0,,,,,0,"Verbal, Somatic, Material",Close,sons illusoires,SimpleAction,Sons illusoires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Son imaginaire.ashx,http://paizo.com/pathfinderRPG/prd/spells/ghostSound#ghost-sound
dream,Songe,Dream,,MindAffecting,Illusion,5,,5,,,,,,,,,,5,"Verbal, Somatic",Unlimited,créature vivante touchée,1 Minute,Envoie un message à un dormeur.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Songe.ashx,http://paizo.com/pathfinderRPG/prd/spells/dream#dream
bleed,Saignement,Bleed,,None,Necromancy,,,,0,,0,,,,,,0,0,"Verbal, Somatic",Close,une créature vivante,SimpleAction,Une créature stabilisée agonise à nouveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.sort Saignement.ashx,http://paizo.com/pathfinderRPG/prd/spells/bleed#bleed
dragon's-breath,Souffle de dragon,Dragon's Breath,apg,"Acid, Cold, Electricity, Fire",Evocation,4,,,,,,,4,,,,,4,"Verbal, Somatic, Material",9 ou 18 m (6 ou 12 cases),rayonnement en forme de cône ou ligne,SimpleAction,Le personnage bénéficie du souffle d'un dragon.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Souffle de dragon.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/dragonsBreath.html#_dragon-s-breath
fire-breath,Souffle de feu,Fire Breath,apg,Fire,Evocation,2,,,,,,,2,,,,,2,"Verbal, Somatic, Material",3 Squares,rayonnement en forme de cône,SimpleAction,Exhale à volonté un cône de flamme.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Souffle de feu.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/fireBreath.html#_fire-breath
breath-of-life,Souffle de vie,Breath Of Life,,None,Conjuration,,,,5,,,,,,,,,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,Soigne 5d8 pts de dégâts +1/niveau et ramène des créatures récemment décédées à la vie.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Souffle de vie.ashx,http://paizo.com/pathfinderRPG/prd/spells/breathOfLife#breath-of-life
limited-wish,Souhait limité,Limited Wish,,None,Universal,,,,,,,,,,,,,7,"Verbal, Somatic, Material",voir description,voir description,SimpleAction,Modifie la réalité dans une certaine mesure.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Souhait limité.ashx,http://paizo.com/pathfinderRPG/prd/spells/limitedWish#limited-wish
wish,Souhait,Wish,,None,Universal,,,,,,,,,,,,,9,"Verbal, Somatic, Material",voir description,voir description,SimpleAction,"Comme souhait limité, mais avec moins de limitations.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Souhait.ashx,http://paizo.com/pathfinderRPG/prd/spells/wish#wish
flaming-sphere,Sphère de feu,Flaming Sphere,,None,Evocation,,,,,2,,,2,,,,,2,"Verbal, Somatic, FocusOrDivineFocus",Medium,"sphère de 1,50 m (1 c) de diamètre",SimpleAction,"Roule au sol, 3d6 points de dégâts.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère de feu.ashx,http://paizo.com/pathfinderRPG/prd/spells/flamingSphere#flaming-sphere
invisibility-sphere,Sphère d'invisibilité,Invisibility Sphere,,None,Illusion,,,3,,,,,,,,,,3,"Verbal, Somatic, Material",Présentation des sorts#PORTEE|personnelle ou Présentation des sorts#PORTEE|contact,sphère de 3 m (2 c) de rayon autour de la créature ou de l’objet touché,SimpleAction,Rend tout le monde invisible à 3 m à la ronde.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère dinvisibilité.ashx,http://paizo.com/pathfinderRPG/prd/spells/invisibilitySphere#invisibility-sphere
resilient-sphere,Sphère d'isolement,Resilient Sphere,,None,Evocation,,,,,,,,,,,,,4,"Verbal, Somatic, Material",Close,"sphère de 30 cm de diamètre/niveau, centrée sur une créature",SimpleAction,Globe de force emprisonne ou protège le sujet.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère disolement.ashx,http://paizo.com/pathfinderRPG/prd/spells/resilientSphere#resilient-sphere
freezing-sphere,Sphère glaciale,Freezing Sphere,,Cold,Evocation,,,,,,,,6,,,,,6,"Verbal, Somatic, Focus",Long,voir description,SimpleAction,Gèle l'eau ou inflige des dégâts de froid.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère glaciale.ashx,http://paizo.com/pathfinderRPG/prd/spells/freezingSphere#freezing-sphere
prismatic-sphere,Sphère prismatique,Prismatic Sphere,,None,Abjuration,,,,,,,,,,,,,9,Verbal,2 Squares,sphère de 3 m (2 c) de rayon centrée sur le jeteur de sorts,SimpleAction,"Comme mur prismatique, mais protège de tous les côtés.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère prismatique.ashx,http://paizo.com/pathfinderRPG/prd/spells/prismaticSphere#prismatic-sphere
telekinetic-sphere,Sphère téléguidée,Telekinetic Sphere,,Force,Evocation,,,,,,,,,,,,,8,"Verbal, Somatic, Material",Close,"sphère de 30 cm de diamètre/niveau, centrée sur plusieurs créatures ou objets",SimpleAction,"Comme sphère d'isolement, mais le PJ la déplace par télékinésie.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Sphère téléguidée.ashx,http://paizo.com/pathfinderRPG/prd/spells/telekineticSphere#telekinetic-sphere
eagle's-splendor-mass,Splendeur de l'aigle de groupe,"Eagle's Splendor, Mass",,None,Transmutation,,,6,6,,,4,,,,,,6,"Verbal, Somatic, FocusOrDivineFocus",Close,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,"Comme splendeur de l'aigle, mais affecte un sujet/niveau.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Splendeur de laigle de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/eagleSSplendor#eagle-s-splendor-mass
eagle's-splendor,Splendeur de l'aigle,Eagle's Splendor,,None,Transmutation,2,2,2,2,,,2,,,2,,,2,"Verbal, Somatic, FocusOrDivineFocus",Touch,créature touchée,SimpleAction,Confère +4 en Cha pendant 1 minute/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Splendeur de laigle.ashx,http://paizo.com/pathfinderRPG/prd/spells/eagleSSplendor#eagle-s-splendor
stabilize,Stabilisation,Stabilize,,None,Conjuration,,,,0,0,0,,,,,,0,,"Verbal, Somatic",Close,une créature vivante,SimpleAction,Stabilise une créature agonisante.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Stabilisation.ashx,http://paizo.com/pathfinderRPG/prd/spells/stabilize#stabilize
statue,Statue,Statue,,None,Transmutation,6,,,,,,,,,,,,7,"Verbal, Somatic, Material",Touch,créature touchée,1 Round,Le sujet peut se statufier à volonté.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Statue.ashx,http://paizo.com/pathfinderRPG/prd/spells/statue#statue
virtue,Stimulant,Virtue,,None,Transmutation,,,,0,0,0,,,,1,,,,"Verbal, Somatic, DivineFocus",Touch,créature touchée,SimpleAction,Confère 1 pv temporaire à la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Stimulant.ashx,http://paizo.com/pathfinderRPG/prd/spells/virtue#virtue
suffocation-mass,Suffocation de groupe,"Suffocation, Mass",apg,None,Necromancy,,,,,,,,,,,,9,9,"Verbal, Somatic, Material",Close,une créature vivante/2 niveaux qui doivent se trouver à moins de 9 m (6 c) les unes des autres,SimpleAction,Une créature/niveau suffoque.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Suffocation de groupe.ashx,"http://paizo.com/pathfinderRPG/prd/advanced/spells/suffocation.html#_suffocation,-mass"
suffocation,Suffocation,Suffocation,apg,None,Necromancy,,,,,,,,,,,,5,5,"Verbal, Somatic, Material",Close,une créature vivante,SimpleAction,La cible suffoque rapidement.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Suffocation.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/suffocation.html#_suffocation
suggestion-mass,Suggestion de groupe,"Suggestion, Mass",,None,Enchantment,,,5,,,,,,,,,6,6,"Verbal, Material",Medium,"1 créature/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,"Comme suggestion, mais une cible/niveau.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Suggestion de groupe.ashx,http://paizo.com/pathfinderRPG/prd/spells/suggestion#suggestion-mass
suggestion,Suggestion,Suggestion,,None,Enchantment,,,2,,,,,,,,,3,3,"Verbal, Material",Close,1 créature vivante,SimpleAction,Force la cible à accomplir un acte décidé par le PJ.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Suggestion.ashx,http://paizo.com/pathfinderRPG/prd/spells/suggestion#suggestion
surmount-affliction,Surmonter l'affliction,Surmount Affliction,um,None,Abjuration,,,,2,,2,,,,,,,,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,Supprime temporairement une condition.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Surmonter laffliction.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/surmountAffliction.html#_surmount-affliction
symbol-of-insanity,Symbole d'aliénation mentale,Symbol Of Insanity,,MindAffecting,Enchantment,,,,8,,,,,,,,8,8,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune frappe les créatures proches de démence.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole daliénation mentale.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfInsanity#symbol-of-insanity
symbol-of-pain,Symbole de douleur,Symbol Of Pain,,"Evil, Pain",Necromancy,,,,5,,,,,,,,5,5,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune inflige de terribles douleurs.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de douleur.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfPain#symbol-of-pain
symbol-of-weakness,Symbole de faiblesse,Symbol Of Weakness,,None,Necromancy,,,,7,,,,,,,,7,7,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune affaiblit les créatures proches.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de faiblesse.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfWeakness#symbol-of-weakness
symbol-of-healing,Symbole de guérison,Symbol of Healing,um,None,Conjuration,,,,3,,,,,,4,,4,,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune déclenchée soigne les créatures vivantes.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de guérison.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfHealing.html#_symbol-of-healing
symbol-of-slowing,Symbole de lenteur,Symbol of Slowing,um,None,Transmutation,,,,4,,,,,,,,4,4,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche une rune qui ralentit les créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de lenteur.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfSlowing.html#_symbol-of-slowing
symbol-of-strife,Symbole de lutte,Symbol of Strife,um,MindAffecting,Enchantment,,,,9,,,,,,,,9,9,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche une rune qui oblige une créature à attaquer.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de lutte.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfStrife.html#_symbol-of-strife
symbol-of-mirroring,Symbole de miroir,Symbol of Mirroring,um,None,Illusion,,,,,,,,,,,,2,2,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche une rune qui crée des images miroir.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de miroir.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfMirroring.html#_symbol-of-mirroring
symbol-of-death,Symbole de mort,Symbol Of Death,,Death,Necromancy,,,,8,,,,,,,,8,8,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune tue les créatures proches.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de mort.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfDeath#symbol-of-death
symbol-of-persuasion,Symbole de persuasion,Symbol Of Persuasion,,MindAffecting,Enchantment,,,,6,,,,,,,,6,6,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune charme les créatures proches.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de persuasion.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfPersuasion#symbol-of-persuasion
symbol-of-revelation,Symbole de révélation,Symbol of Revelation,um,None,Divination,,,,4,,,,,,,,4,4,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche un symbole qui révèle les illusions.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de révélation.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfRevelation.html#_symbol-of-revelation
symbol-of-sealing,Symbole de sceau,Symbol of Sealing,um,Force,Abjuration,,,,6,,,,,,,,6,6,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Crée un mur de force à déclencheur.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de sceau.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfSealing.html#_symbol-of-sealing
symbol-of-scrying,Symbole de scrutation,Symbol of Scrying,um,None,Divination,,,,5,,,,,,,,5,5,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche une rune qui active un capteur de scrutation.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de scrutation.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfScrying.html#_symbol-of-scrying
symbol-of-sleep,Symbole de sommeil,Symbol Of Sleep,,None,Enchantment,,,,5,,,,,,,,5,5,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune plonge les créatures proches dans un sommeil catatonique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de sommeil.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfSleep#symbol-of-sleep
symbol-of-fear,Symbole de terreur,Symbol Of Fear,,"Fear, MindAffecting, Emotion",Necromancy,,,,6,,,,,,,,6,6,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune frappe les créatures proches de panique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de terreur.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfFear#symbol-of-fear
symbol-of-vulnerability,Symbole de vulnérabilité,Symbol of Vulnerability,um,None,Abjuration,,,,9,,,,,,,,9,9,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,Déclenche une rune qui impose des malus temporaires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole de vulnérabilité.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/symbolOfVulnerability.html#_symbol-of-vulnerability
symbol-of-stunning,Symbole d'étourdissement,Symbol Of Stunning,,MindAffecting,Enchantment,,,,7,,,,,,,,7,7,"Verbal, Somatic, Material",0 m (voir description),1 symbole,10 Minute,La rune étourdit les créatures proches.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole détourdissement.ashx,http://paizo.com/pathfinderRPG/prd/spells/symbolOfStunning#symbol-of-stunning
symbol-of-striking,Symbole fatal,Symbol of Striking,uc,None,Illusion,,,,5,,,,5,,,,5,5,"Verbal, Somatic, Focus",0 m (voir description),1 symbole,SimpleAction,"Comme symbole de mort mais occupe une case de 1,50 (M).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Symbole fatal.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/symbolOfStriking.html
thundering-drums,Tambours tonnants,Thundering Drums,apg,Sonic,Evocation,,,3,,,,,,,,,,,"Verbal, Somatic",3 Squares,rayonnement en forme de cône,SimpleAction,1d8 points de dégâts/niveau et renversé.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Tambours tonnants.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/thunderingDrums.html#_thundering-drums
telekinesis,Télékinésie,Telekinesis,,None,Transmutation,,,,,,,,5,,,,,5,"Verbal, Somatic",Long,ou cibles : voir description,SimpleAction,"Permet de déplacer des objets, d'attaquer des créatures, de lancer des objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Télékinésie.ashx,http://paizo.com/pathfinderRPG/prd/spells/telekinesis#telekinesis
teleport-object,Téléportation d'objet,Teleport Object,,None,Conjuration,,,,,,,,,,,,7,7,Verbal,Touch,"1 objet touché, dans la limite de 25 kg/niveau et 0,1 m³/niveau",SimpleAction,"Comme téléportation, mais sur un objet.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Téléportation dobjet.ashx,http://paizo.com/pathfinderRPG/prd/spells/teleportObject#teleport-object
interplanetary-teleport,Téléportation interplanétaire,Interplanetary Teleport,um,None,Conjuration,,,,9,,,,,,,,,9,Verbal,personnelle et contact,lanceur de sorts et objets touchés ou créatures consentantes,SimpleAction,Téléportation sur une autre planète.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Téléportation interplanétaire.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/interplanetaryTeleport.html#_interplanetary-teleport
ice-crystal-teleport,Téléportation par cristal de glace,Ice Crystal Teleport,um,Cold,Conjuration,,,,,,,5,,,,,6,6,Verbal,Long,une créature,SimpleAction,La cible est gelée puis téléportée.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Téléportation par cristal de glace.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/iceCrystalTeleport.html#_ice-crystal-teleport
teleport-greater,Téléportation suprême,"Teleport, Greater",,None,Conjuration,,,,,,,6,,,,,7,7,Verbal,personnelle et contact,le jeteur de sorts et les créatures consentantes ou objets qu’il touche,SimpleAction,"Comme téléportation, sans limite de portée et sans risque d'erreur.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Téléportation suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/teleport#teleport-greater
teleport,Téléportation,Teleport,,None,Conjuration,,,,,,,4,5,,,,5,5,Verbal,personnelle et contact,le jeteur de sorts et les créatures consentantes ou objets qu’il touche,SimpleAction,Transporte instantanément le PJ jusqu'à 150 km/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.téléportation.ashx,http://paizo.com/pathfinderRPG/prd/spells/teleport#teleport
witness,Témoin,Witness,um,None,Divination,,,3,,,3,,,,,,3,,"Verbal, Somatic",Long,une créature vivante,SimpleAction,Voir à travers les yeux d'une cible et écouter par ses oreilles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Témoin.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/witness.html#_witness
ash-storm,Tempête de cendres,Ash Storm,um,Fire,Conjuration,,,,,3,,,,,,,3,3,"Verbal, Somatic, FocusOrDivineFocus",Long,"cylindre (12 m (8 c de rayon, 6 m (4 c) de haut)",SimpleAction,Gêne la vision et le mouvement.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Tempête de cendres.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/ashStorm.html#_ash-storm
fire-storm,Tempête de feu,Fire Storm,,Fire,Evocation,,,,8,7,,,,,,,,,"Verbal, Somatic",Medium,2 cubes de 3 m d’arête/niveau (F),SimpleAction,Inflige 1d6 points de dégâts de feu/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Tempête de feu.ashx,http://paizo.com/pathfinderRPG/prd/spells/fireStorm#fire-storm
